gender,Partner,Dependents,PhoneService,tenure,MonthlyCharges
Female,No,No,Yes,15,49.1
Male,Yes,No,Yes,43,80.2
Male,No,No,Yes,42,100.3
Female,No,No,Yes,31,65.25
Female,No,Yes,Yes,66,90.95
Female,No,No,Yes,18,85.45
Male,No,No,Yes,1,20.0
Male,Yes,No,Yes,61,94.1
Male,No,No,Yes,10,79.85
Male,No,No,Yes,1,71.65
Female,No,No,Yes,18,73.55
Male,Yes,No,Yes,24,104.65
Female,Yes,Yes,Yes,3,19.3
Male,No,No,Yes,50,20.15
Male,Yes,Yes,Yes,1,44.55
Male,No,No,Yes,2,54.45
Male,No,No,Yes,17,19.65
Male,Yes,Yes,Yes,69,105.0
Male,Yes,No,Yes,72,88.7
Female,No,No,Yes,3,74.25
Male,Yes,Yes,Yes,50,75.15
Female,No,No,Yes,53,20.25
Female,Yes,No,Yes,58,109.1
Male,No,No,No,46,30.75
Male,Yes,No,Yes,72,112.9
Female,No,No,Yes,1,74.2
Female,Yes,Yes,Yes,6,94.05
Male,Yes,No,Yes,72,78.85
Male,No,No,Yes,4,55.3
Female,Yes,Yes,Yes,52,19.35
Male,Yes,Yes,Yes,0,25.35
Female,No,No,Yes,2,20.45
Female,Yes,No,Yes,65,19.35
Male,Yes,No,Yes,43,101.0
Male,Yes,No,Yes,4,100.2
Male,Yes,No,Yes,25,89.05
Female,Yes,No,Yes,51,78.65
Male,No,No,Yes,12,74.75
Female,Yes,Yes,Yes,57,70.1
Female,Yes,Yes,Yes,24,19.9
Female,Yes,No,Yes,64,58.35
Female,No,No,Yes,4,105.65
Female,No,No,Yes,26,100.5
Female,Yes,Yes,Yes,15,20.05
Male,Yes,No,Yes,64,25.65
Male,Yes,No,Yes,36,96.5
Female,Yes,No,Yes,27,95.0
Male,Yes,No,Yes,1,70.85
Female,No,No,Yes,35,85.95
Male,No,No,Yes,4,73.9
Female,Yes,Yes,Yes,8,45.45
Male,No,No,Yes,10,20.0
Female,No,No,Yes,2,49.2
Female,Yes,No,Yes,58,109.45
Male,Yes,No,Yes,51,83.25
Female,Yes,Yes,Yes,46,19.25
Male,No,No,Yes,1,19.65
Male,No,No,Yes,46,72.8
Female,Yes,No,Yes,50,109.65
Male,Yes,Yes,Yes,53,65.0
Male,Yes,No,Yes,61,114.1
Male,No,No,Yes,5,20.65
Male,No,No,Yes,47,86.95
Female,No,No,Yes,54,94.75
Male,No,Yes,No,19,25.35
Female,No,Yes,Yes,26,105.45
Male,Yes,Yes,Yes,70,25.4
Male,Yes,No,Yes,17,102.55
Female,No,No,Yes,30,100.2
Female,No,Yes,Yes,1,24.0
Female,Yes,Yes,Yes,19,25.6
Female,Yes,No,Yes,26,73.5
Female,Yes,Yes,Yes,21,74.05
Male,Yes,No,Yes,50,98.25
Female,Yes,No,No,68,54.4
Male,No,No,Yes,3,101.55
Male,Yes,Yes,Yes,9,103.1
Female,Yes,Yes,No,51,34.2
Female,No,No,Yes,9,43.75
Male,Yes,Yes,Yes,41,111.95
Male,No,No,Yes,22,100.65
Female,Yes,Yes,No,21,55.95
Male,Yes,Yes,Yes,71,116.05
Male,No,No,Yes,1,45.75
Male,Yes,Yes,Yes,26,82.0
Male,Yes,No,Yes,71,65.15
Male,No,No,Yes,4,44.8
Female,No,No,Yes,12,79.8
Female,Yes,No,Yes,18,88.85
Female,No,No,Yes,3,74.95
Female,Yes,No,Yes,72,106.85
Male,No,No,Yes,11,74.95
Female,No,No,Yes,1,80.15
Male,No,No,Yes,13,19.3
Female,Yes,No,Yes,72,109.25
Male,Yes,No,Yes,42,56.1
Female,No,No,Yes,17,19.7
Female,No,No,Yes,7,51.3
Female,Yes,No,Yes,68,118.6
Male,Yes,Yes,Yes,56,24.15
Female,Yes,Yes,Yes,38,20.3
Female,Yes,Yes,Yes,72,115.5
Female,No,No,Yes,48,25.05
Female,Yes,No,Yes,52,109.1
Female,Yes,Yes,Yes,35,19.65
Male,Yes,No,Yes,67,111.3
Female,No,No,No,1,29.9
Male,No,No,Yes,53,80.6
Male,Yes,Yes,Yes,34,20.8
Female,No,No,No,3,35.2
Female,Yes,No,Yes,1,78.8
Male,No,No,Yes,19,89.95
Female,Yes,No,Yes,60,116.05
Male,No,No,Yes,11,19.55
Female,No,No,Yes,47,106.4
Male,No,No,Yes,18,49.4
Female,Yes,Yes,Yes,60,115.25
Male,Yes,No,Yes,72,24.8
Male,No,No,Yes,39,19.9
Female,Yes,No,Yes,59,81.25
Male,Yes,Yes,Yes,2,69.95
Male,No,No,Yes,1,69.1
Male,Yes,Yes,Yes,20,90.2
Female,No,No,Yes,6,93.55
Male,No,No,Yes,71,86.4
Female,Yes,No,Yes,24,66.3
Male,Yes,No,Yes,67,94.65
Male,No,No,Yes,1,80.85
Female,Yes,Yes,Yes,48,82.05
Female,Yes,No,Yes,37,72.1
Male,No,No,No,11,34.7
Male,Yes,No,Yes,3,20.55
Female,Yes,No,Yes,18,95.95
Male,Yes,Yes,Yes,50,44.8
Female,Yes,Yes,Yes,67,109.4
Female,Yes,No,Yes,25,71.05
Female,No,No,Yes,2,78.55
Male,No,No,Yes,9,19.7
Female,No,Yes,No,10,40.25
Female,Yes,No,Yes,70,19.85
Male,No,No,Yes,9,68.25
Female,No,No,Yes,4,20.15
Female,No,No,Yes,2,50.95
Female,No,Yes,Yes,1,78.65
Male,No,No,No,19,25.15
Male,Yes,Yes,Yes,7,20.25
Male,No,No,Yes,1,42.9
Male,No,No,Yes,1,44.0
Female,Yes,Yes,Yes,9,20.25
Female,No,No,No,3,34.25
Female,No,No,No,9,58.5
Female,No,No,Yes,5,55.8
Female,Yes,Yes,Yes,56,88.9
Female,No,Yes,Yes,18,57.65
Male,No,No,Yes,49,96.2
Male,Yes,No,Yes,70,79.15
Female,No,No,Yes,72,108.05
Female,No,No,Yes,6,74.4
Male,Yes,No,Yes,17,94.8
Male,Yes,No,No,29,45.9
Female,Yes,No,Yes,6,105.3
Male,Yes,No,Yes,63,102.6
Male,Yes,No,Yes,16,73.85
Male,No,No,Yes,59,61.35
Female,No,No,Yes,3,57.55
Female,No,No,No,8,29.25
Female,Yes,No,Yes,7,84.55
Female,No,No,Yes,68,19.6
Female,Yes,Yes,Yes,68,111.75
Female,Yes,No,Yes,52,106.5
Male,Yes,Yes,Yes,72,107.7
Female,Yes,No,Yes,32,19.3
Female,Yes,No,Yes,72,20.05
Male,Yes,Yes,Yes,1,69.95
Male,Yes,Yes,Yes,42,63.7
Female,No,No,Yes,25,24.75
Male,No,No,Yes,45,50.9
Female,Yes,Yes,No,43,60.4
Male,Yes,No,Yes,37,79.25
Female,No,No,Yes,20,85.8
Female,No,No,No,4,24.45
Male,Yes,No,Yes,63,110.1
Male,No,No,Yes,3,90.7
Male,Yes,Yes,Yes,66,25.3
Male,No,No,Yes,28,105.7
Female,No,No,Yes,8,85.2
Male,No,Yes,Yes,71,24.35
Male,No,No,No,1,24.25
Female,Yes,Yes,Yes,72,25.1
Male,Yes,No,Yes,16,54.55
Male,Yes,No,Yes,66,96.6
Female,No,No,Yes,11,76.5
Male,No,No,Yes,51,81.15
Female,No,Yes,No,8,38.5
Male,No,No,Yes,14,92.9
Female,No,No,Yes,4,93.5
Female,No,No,Yes,70,84.7
Female,No,Yes,Yes,70,66.0
Female,Yes,No,Yes,54,101.5
Male,No,Yes,Yes,28,74.9
Male,No,No,Yes,24,20.75
Female,Yes,No,Yes,69,61.45
Male,Yes,Yes,Yes,42,54.5
Female,No,No,Yes,2,69.6
Female,No,No,Yes,39,99.75
Male,Yes,Yes,Yes,45,109.75
Male,Yes,Yes,Yes,72,80.85
Female,No,No,Yes,38,20.3
Male,Yes,No,Yes,72,67.8
Male,No,No,Yes,1,24.05
Male,Yes,Yes,Yes,72,19.8
Male,Yes,No,Yes,55,25.7
Female,Yes,Yes,No,51,56.15
Male,No,No,Yes,63,86.7
Female,No,No,Yes,1,20.4
Female,Yes,Yes,Yes,23,19.65
Female,No,No,Yes,1,50.55
Female,No,No,Yes,2,54.35
Female,No,No,Yes,52,108.1
Female,No,No,Yes,36,54.45
Female,No,No,Yes,1,45.35
Female,No,No,Yes,28,59.0
Female,Yes,Yes,Yes,7,69.45
Male,No,No,Yes,14,100.55
Male,Yes,No,No,72,64.95
Female,Yes,Yes,Yes,1,20.5
Female,No,No,Yes,10,18.85
Male,No,No,Yes,42,19.8
Female,No,No,No,7,25.05
Male,No,No,Yes,4,74.8
Male,Yes,Yes,Yes,72,114.3
Female,Yes,No,No,20,24.45
Male,No,No,Yes,63,109.2
Female,No,No,No,56,45.05
Female,No,Yes,Yes,5,51.0
Female,Yes,No,Yes,72,110.45
Male,Yes,Yes,Yes,68,84.65
Male,Yes,Yes,Yes,67,60.05
Male,Yes,Yes,Yes,8,44.65
Male,Yes,Yes,Yes,52,93.25
Female,Yes,Yes,Yes,18,20.25
Female,Yes,Yes,Yes,59,25.45
Female,No,No,Yes,60,20.6
Male,No,No,Yes,7,94.1
Male,Yes,Yes,No,59,34.8
Male,No,No,No,46,60.75
Male,No,No,Yes,5,51.35
Male,Yes,No,No,59,64.05
Female,Yes,No,Yes,70,84.8
Female,No,No,Yes,14,71.0
Female,No,No,Yes,44,50.15
Female,Yes,No,Yes,64,94.6
Female,Yes,Yes,No,58,59.75
Female,Yes,No,Yes,46,100.25
Male,Yes,No,Yes,58,98.9
Female,Yes,No,Yes,72,97.7
Female,No,No,No,30,40.3
Male,No,No,Yes,11,60.25
Female,No,No,No,34,56.25
Male,No,No,No,54,46.2
Female,No,No,No,3,50.6
Female,Yes,Yes,Yes,72,24.9
Female,Yes,Yes,Yes,40,84.85
Female,Yes,Yes,Yes,2,65.7
Male,Yes,Yes,Yes,54,63.35
Female,No,No,Yes,14,50.1
Female,No,No,Yes,1,70.5
Female,No,No,Yes,10,94.85
Female,No,No,Yes,1,50.15
Male,No,No,Yes,1,19.75
Male,No,No,Yes,56,64.65
Female,Yes,No,Yes,68,79.6
Female,Yes,Yes,Yes,14,19.5
Male,Yes,Yes,Yes,68,99.55
Male,Yes,No,Yes,55,74.0
Female,No,No,No,16,38.9
Male,No,No,Yes,9,79.55
Male,Yes,Yes,Yes,14,65.45
Male,Yes,No,Yes,58,98.7
Male,No,No,No,53,46.3
Male,Yes,No,Yes,70,99.35
Female,Yes,Yes,Yes,14,95.8
Male,Yes,Yes,Yes,22,67.5
Female,Yes,No,Yes,10,78.15
Female,Yes,Yes,Yes,29,26.1
Female,No,No,Yes,1,69.6
Male,Yes,No,Yes,49,84.35
Female,Yes,No,Yes,68,100.2
Female,No,No,Yes,1,78.05
Female,No,No,No,30,40.35
Female,Yes,No,Yes,72,79.2
Female,No,No,Yes,10,20.9
Male,No,No,Yes,7,73.6
Female,No,No,Yes,9,74.75
Female,No,Yes,Yes,1,49.9
Female,No,No,Yes,20,68.9
Female,No,No,Yes,1,20.25
Female,No,No,Yes,29,76.0
Male,No,No,Yes,1,74.0
Male,No,No,Yes,3,82.3
Female,No,No,Yes,20,89.4
Male,No,Yes,Yes,64,99.15
Male,No,No,Yes,1,20.2
Female,No,No,No,6,29.45
Male,Yes,No,Yes,50,19.8
Male,No,No,Yes,6,59.15
Male,Yes,Yes,Yes,7,44.75
Male,Yes,Yes,Yes,72,90.8
Male,Yes,No,Yes,8,49.55
Female,Yes,Yes,Yes,67,106.7
Female,Yes,No,Yes,24,93.55
Female,Yes,No,Yes,72,94.45
Male,Yes,Yes,Yes,33,19.45
Male,No,No,No,2,25.05
Male,Yes,No,Yes,70,67.95
Female,No,No,Yes,22,65.25
Female,No,No,Yes,59,99.45
Male,No,No,Yes,36,20.35
Female,Yes,Yes,Yes,51,19.95
Male,Yes,No,Yes,53,77.4
Female,Yes,Yes,Yes,20,19.7
Male,Yes,No,Yes,63,99.7
Female,No,No,Yes,40,74.8
Male,No,No,Yes,35,19.15
Male,Yes,Yes,Yes,26,78.95
Male,Yes,No,Yes,27,95.55
Male,No,Yes,Yes,53,62.85
Male,Yes,No,Yes,34,71.55
Female,Yes,No,Yes,19,94.95
Male,Yes,No,Yes,43,86.1
Male,Yes,Yes,Yes,6,19.55
Male,No,Yes,Yes,56,24.8
Male,No,No,No,57,39.3
Male,Yes,Yes,Yes,34,84.05
Female,No,No,No,10,36.25
Female,No,No,Yes,1,20.25
Female,No,No,No,13,23.9
Male,No,No,Yes,56,98.6
Female,Yes,No,Yes,55,103.65
Female,Yes,Yes,Yes,36,92.9
Male,Yes,No,Yes,47,19.9
Female,Yes,Yes,Yes,12,20.1
Female,No,No,Yes,1,85.45
Male,No,No,Yes,24,80.5
Female,No,No,Yes,63,99.9
Female,No,No,No,35,39.85
Female,No,No,Yes,67,60.5
Male,No,No,Yes,25,84.8
Male,No,No,Yes,21,103.85
Female,No,No,Yes,13,67.8
Male,Yes,No,Yes,35,75.2
Male,Yes,No,Yes,71,24.85
Female,No,No,Yes,29,19.35
Male,Yes,No,No,71,49.35
Male,Yes,No,Yes,7,89.0
Female,No,No,No,57,55.0
Male,Yes,No,Yes,65,76.15
Male,No,No,Yes,27,20.3
Male,No,No,Yes,6,74.9
Female,No,No,Yes,72,117.35
Male,No,No,Yes,1,19.75
Male,No,No,Yes,11,45.2
Male,Yes,Yes,Yes,39,25.2
Female,No,No,Yes,59,89.75
Male,No,No,Yes,26,75.0
Male,No,No,Yes,2,49.95
Female,Yes,Yes,No,72,65.7
Male,Yes,No,Yes,65,67.05
Male,Yes,Yes,Yes,72,110.9
Male,No,No,Yes,6,87.95
Male,No,No,Yes,32,19.8
Female,Yes,No,Yes,50,75.7
Male,Yes,No,No,61,62.15
Female,No,No,Yes,15,101.25
Male,Yes,No,Yes,72,115.15
Male,No,No,Yes,9,18.95
Female,No,No,Yes,1,19.5
Female,No,No,Yes,12,86.55
Female,No,No,No,37,28.6
Male,Yes,Yes,Yes,61,20.4
Male,Yes,Yes,Yes,18,19.8
Male,No,Yes,Yes,21,45.65
Male,Yes,Yes,No,68,56.4
Male,No,No,Yes,12,73.3
Female,No,No,No,2,24.35
Female,Yes,No,Yes,62,101.35
Female,No,No,Yes,29,98.65
Male,No,Yes,No,1,33.6
Male,Yes,No,Yes,5,79.9
Female,No,No,Yes,1,20.7
Male,No,Yes,Yes,62,104.05
Female,Yes,Yes,Yes,36,20.25
Female,No,No,Yes,28,103.3
Female,Yes,Yes,Yes,69,73.7
Female,Yes,No,Yes,11,96.2
Female,Yes,No,Yes,63,108.75
Male,No,No,Yes,23,20.15
Male,No,No,Yes,10,19.75
Female,Yes,No,Yes,71,25.95
Female,No,No,Yes,45,70.05
Female,Yes,Yes,Yes,70,24.05
Female,No,Yes,Yes,22,84.75
Female,Yes,Yes,Yes,52,23.05
Male,Yes,No,Yes,55,104.15
Female,No,No,No,65,59.95
Female,Yes,Yes,Yes,72,19.55
Male,Yes,No,Yes,10,19.6
Female,No,Yes,Yes,7,20.05
Male,No,No,Yes,5,85.55
Female,Yes,Yes,Yes,24,78.6
Female,Yes,Yes,Yes,72,116.8
Male,No,No,No,21,43.55
Male,Yes,No,No,69,60.8
Male,Yes,Yes,Yes,44,54.9
Female,Yes,Yes,Yes,61,65.2
Male,No,No,Yes,24,102.95
Female,No,No,Yes,1,90.6
Female,No,No,Yes,6,50.8
Male,No,No,Yes,4,90.05
Male,Yes,No,Yes,72,108.2
Male,No,No,Yes,72,92.0
Male,Yes,No,Yes,14,75.1
Male,No,No,Yes,7,25.05
Female,No,No,Yes,48,75.15
Male,Yes,Yes,Yes,55,19.5
Male,No,No,Yes,1,19.3
Male,No,No,Yes,45,112.2
Male,No,No,Yes,3,70.3
Female,Yes,No,Yes,71,19.6
Male,Yes,No,Yes,8,20.25
Female,Yes,No,Yes,3,75.85
Male,Yes,Yes,Yes,69,80.65
Male,Yes,Yes,Yes,1,68.5
Female,Yes,No,Yes,72,115.75
Male,No,No,Yes,11,73.5
Male,No,No,Yes,71,80.6
Female,No,No,Yes,1,69.95
Female,Yes,No,No,33,59.55
Female,No,No,Yes,16,19.05
Female,Yes,No,Yes,56,95.65
Female,No,No,Yes,1,19.95
Male,No,No,Yes,5,70.05
Male,Yes,Yes,Yes,57,19.4
Male,Yes,Yes,No,56,36.1
Male,No,No,Yes,8,94.0
Female,Yes,Yes,Yes,22,61.15
Female,No,No,Yes,1,19.75
Female,No,Yes,Yes,40,64.1
Male,Yes,Yes,Yes,46,19.75
Male,Yes,Yes,Yes,63,19.7
Male,Yes,Yes,Yes,68,110.2
Male,Yes,Yes,Yes,69,106.35
Female,Yes,No,Yes,56,90.55
Female,Yes,Yes,Yes,10,65.9
Male,No,No,Yes,63,104.5
Female,Yes,Yes,No,24,52.5
Female,No,No,Yes,19,56.1
Male,Yes,Yes,Yes,22,88.75
Male,Yes,No,Yes,29,84.45
Male,Yes,No,Yes,13,75.3
Female,Yes,No,Yes,70,26.0
Female,Yes,No,Yes,49,99.4
Female,Yes,No,Yes,43,109.55
Female,No,No,Yes,3,19.6
Male,Yes,Yes,Yes,42,73.15
Male,No,No,Yes,57,54.65
Male,No,No,Yes,2,66.4
Female,Yes,No,Yes,72,115.55
Female,No,No,Yes,46,104.45
Male,Yes,No,Yes,66,100.05
Male,No,No,Yes,62,102.0
Female,Yes,No,Yes,72,91.15
Male,Yes,Yes,Yes,35,89.7
Male,Yes,No,Yes,17,90.2
Female,Yes,No,Yes,72,92.4
Female,Yes,Yes,Yes,28,19.9
Male,Yes,No,Yes,56,25.15
Female,No,No,Yes,31,79.85
Male,No,No,Yes,45,18.85
Female,No,No,Yes,1,25.75
Female,No,No,Yes,2,49.6
Female,No,No,Yes,6,20.95
Female,Yes,No,Yes,48,97.05
Male,Yes,Yes,Yes,25,25.4
Male,Yes,Yes,Yes,64,19.7
Male,No,No,No,50,35.0
Female,Yes,Yes,Yes,52,101.25
Male,Yes,No,Yes,4,70.2
Female,No,No,Yes,32,90.95
Male,Yes,Yes,Yes,45,73.85
Male,Yes,No,Yes,9,88.05
Female,Yes,No,Yes,66,105.95
Male,No,Yes,Yes,3,91.85
Female,No,No,Yes,54,20.1
Female,Yes,Yes,No,1,40.1
Female,Yes,Yes,Yes,64,110.3
Female,No,No,Yes,31,73.9
Female,No,No,Yes,14,89.8
Female,No,No,Yes,12,85.15
Male,Yes,No,Yes,67,60.95
Female,Yes,Yes,Yes,35,72.25
Female,No,No,Yes,45,73.55
Male,No,No,Yes,10,46.0
Female,No,No,Yes,29,58.55
Female,No,No,Yes,24,24.6
Male,Yes,Yes,Yes,66,19.75
Male,No,No,Yes,51,86.35
Female,Yes,No,Yes,45,25.5
Female,Yes,No,Yes,49,19.0
Female,Yes,No,Yes,29,19.55
Male,Yes,Yes,Yes,40,110.1
Female,No,No,Yes,37,96.55
Male,No,No,Yes,25,69.75
Female,No,No,No,22,50.6
Male,No,No,No,72,65.6
Female,No,No,No,7,40.1
Male,Yes,Yes,Yes,33,82.1
Female,No,No,Yes,23,79.1
Male,No,No,Yes,24,101.25
Female,No,No,Yes,1,79.55
Male,No,No,Yes,69,90.65
Female,No,Yes,Yes,3,20.55
Male,No,No,Yes,56,75.75
Male,No,No,Yes,65,110.0
Male,Yes,No,Yes,71,20.85
Female,No,No,Yes,14,80.35
Female,No,No,Yes,2,70.15
Female,No,No,Yes,32,84.05
Male,No,No,Yes,40,67.45
Male,No,No,Yes,1,20.75
Male,No,No,Yes,1,89.1
Female,No,No,Yes,7,69.9
Female,Yes,No,Yes,15,51.1
Female,Yes,Yes,Yes,17,94.4
Male,No,No,Yes,19,78.25
Male,No,No,Yes,71,25.55
Female,Yes,Yes,Yes,54,60.0
Male,Yes,No,Yes,31,90.55
Female,No,No,Yes,11,76.4
Female,No,No,Yes,18,84.95
Female,No,No,Yes,72,110.1
Female,No,No,Yes,71,99.65
Male,No,No,No,5,45.4
Male,Yes,No,Yes,38,69.0
Male,No,Yes,Yes,5,48.65
Male,No,No,Yes,2,44.15
Female,No,No,Yes,52,59.85
Female,No,No,Yes,8,75.75
Female,No,No,Yes,68,80.65
Male,Yes,Yes,Yes,69,20.55
Female,Yes,No,Yes,42,66.4
Female,No,No,Yes,50,100.2
Female,No,No,Yes,1,19.1
Male,Yes,No,Yes,1,80.3
Male,Yes,No,Yes,33,44.55
Female,No,No,Yes,7,20.35
Male,Yes,Yes,Yes,64,91.8
Female,No,No,Yes,1,74.9
Male,No,No,Yes,59,20.2
Female,Yes,No,Yes,6,50.35
Female,No,No,Yes,3,18.8
Female,Yes,No,Yes,15,20.45
Male,Yes,Yes,Yes,13,64.75
Female,No,No,Yes,23,98.7
Male,Yes,No,Yes,31,89.45
Male,No,No,Yes,29,58.75
Female,Yes,No,Yes,49,20.7
Female,Yes,No,Yes,56,85.6
Female,No,No,Yes,63,80.3
Male,Yes,No,Yes,63,79.8
Male,Yes,Yes,Yes,24,79.85
Male,Yes,No,Yes,36,54.1
Female,No,No,Yes,9,80.85
Male,No,No,No,3,24.75
Female,Yes,No,Yes,21,80.9
Male,Yes,Yes,Yes,13,24.5
Male,Yes,Yes,Yes,1,20.15
Female,Yes,Yes,Yes,25,20.05
Male,Yes,Yes,Yes,71,19.6
Male,No,No,Yes,66,114.3
Female,No,No,Yes,45,100.3
Female,Yes,No,Yes,22,80.0
Female,Yes,No,Yes,67,20.85
Female,Yes,No,Yes,68,89.95
Female,Yes,Yes,Yes,0,20.0
Female,No,No,Yes,49,90.85
Female,No,No,Yes,4,48.75
Male,Yes,No,Yes,63,80.0
Female,Yes,No,Yes,2,79.7
Male,No,No,Yes,21,20.35
Male,Yes,Yes,Yes,55,57.55
Male,No,Yes,Yes,1,20.25
Female,No,No,Yes,17,19.4
Male,No,No,Yes,30,100.4
Male,Yes,Yes,Yes,22,57.95
Female,No,No,Yes,9,59.5
Male,Yes,Yes,Yes,1,19.2
Female,Yes,No,Yes,21,86.5
Male,No,No,Yes,19,59.55
Female,Yes,Yes,Yes,69,103.95
Male,No,No,No,1,25.1
Female,Yes,No,Yes,72,103.95
Male,Yes,Yes,Yes,70,68.95
Female,No,No,Yes,66,103.1
Female,Yes,Yes,No,7,24.7
Female,Yes,Yes,Yes,46,110.2
Male,No,No,No,39,48.95
Female,Yes,Yes,Yes,32,62.45
Male,No,No,Yes,24,89.55
Male,Yes,Yes,Yes,6,83.55
Female,No,No,Yes,37,78.9
Male,No,Yes,Yes,8,20.35
Female,Yes,Yes,Yes,72,71.45
Male,Yes,No,No,71,46.35
Female,Yes,No,Yes,16,94.65
Female,Yes,No,No,57,49.9
Male,No,No,Yes,66,25.45
Female,No,No,Yes,17,89.15
Female,No,Yes,Yes,21,20.75
Male,Yes,No,Yes,66,66.1
Female,Yes,No,Yes,17,75.4
Male,No,Yes,Yes,1,70.45
Male,Yes,No,Yes,58,60.3
Female,Yes,Yes,Yes,8,21.05
Male,No,No,Yes,27,69.35
Male,Yes,No,Yes,34,88.85
Male,No,No,Yes,30,97.0
Male,No,No,Yes,33,66.4
Male,No,Yes,No,1,24.75
Male,Yes,Yes,Yes,14,69.2
Female,No,Yes,Yes,16,79.5
Female,No,No,Yes,49,100.65
Male,Yes,Yes,Yes,19,103.3
Female,Yes,Yes,Yes,70,79.7
Female,Yes,Yes,Yes,32,61.4
Female,No,No,Yes,18,69.8
Male,No,No,No,37,40.55
Female,No,No,Yes,4,75.65
Female,Yes,No,Yes,16,90.7
Male,Yes,No,Yes,17,80.5
Female,No,Yes,Yes,19,60.6
Male,Yes,No,Yes,60,101.15
Male,Yes,Yes,Yes,51,24.95
Male,Yes,Yes,Yes,28,20.3
Male,No,No,Yes,43,60.0
Male,Yes,No,Yes,42,20.25
Male,No,No,Yes,3,78.5
Female,No,No,Yes,1,44.75
Female,No,No,Yes,3,19.85
Female,No,No,Yes,63,98.0
Male,No,No,Yes,3,79.9
Male,Yes,No,Yes,68,107.7
Female,No,No,Yes,30,99.7
Female,No,No,Yes,60,104.7
Male,No,No,Yes,15,58.6
Male,No,No,Yes,45,93.9
Female,Yes,No,Yes,70,86.45
Male,Yes,No,Yes,10,98.5
Male,No,No,Yes,4,19.4
Female,No,No,Yes,1,50.45
Female,Yes,No,Yes,68,24.95
Male,Yes,Yes,Yes,22,75.0
Male,Yes,Yes,Yes,38,94.65
Female,No,No,Yes,1,100.25
Male,Yes,No,Yes,18,78.2
Male,No,No,Yes,29,94.2
Female,No,No,Yes,16,88.45
Male,No,No,Yes,1,69.85
Male,No,No,Yes,12,81.7
Male,No,No,No,31,50.05
Male,No,No,Yes,4,79.9
Female,Yes,No,Yes,48,69.55
Female,No,No,Yes,15,25.4
Male,No,No,Yes,50,90.1
Male,No,No,Yes,7,44.65
Male,Yes,No,Yes,41,83.75
Male,Yes,Yes,Yes,68,80.35
Female,Yes,No,Yes,26,98.1
Male,No,No,No,57,53.35
Female,No,No,Yes,3,19.55
Female,No,No,Yes,1,20.9
Male,Yes,Yes,Yes,19,48.95
Female,No,No,Yes,3,54.2
Female,No,No,Yes,59,24.45
Female,Yes,No,Yes,1,69.4
Male,Yes,No,No,42,40.15
Female,No,No,Yes,7,74.9
Male,Yes,No,Yes,67,25.6
Male,No,No,Yes,1,70.35
Male,Yes,No,Yes,66,91.7
Female,No,No,Yes,61,89.2
Male,Yes,Yes,Yes,4,24.1
Female,Yes,No,Yes,42,74.15
Female,Yes,Yes,Yes,64,53.85
Female,Yes,No,Yes,54,115.6
Male,No,No,Yes,1,19.75
Male,Yes,Yes,Yes,54,24.05
Female,No,Yes,Yes,18,25.3
Male,No,No,Yes,3,84.3
Female,No,No,Yes,1,70.1
Female,Yes,Yes,Yes,72,89.75
Male,Yes,No,Yes,60,97.95
Female,Yes,Yes,Yes,11,20.0
Female,No,Yes,Yes,12,78.3
Male,Yes,Yes,Yes,61,103.9
Female,No,No,Yes,39,20.7
Male,No,No,Yes,55,96.8
Female,No,No,Yes,17,94.4
Male,No,No,Yes,37,20.15
Female,Yes,No,Yes,72,26.0
Male,Yes,No,Yes,72,77.35
Female,No,No,Yes,8,66.05
Female,Yes,Yes,Yes,22,19.9
Female,No,No,Yes,1,84.3
Female,No,No,Yes,38,68.15
Male,No,Yes,Yes,17,80.85
Female,No,No,Yes,70,75.5
Female,Yes,Yes,Yes,72,92.45
Female,No,No,Yes,28,80.6
Female,No,No,Yes,15,83.2
Male,Yes,Yes,Yes,72,87.55
Female,Yes,No,Yes,11,99.55
Male,No,No,Yes,8,81.25
Female,Yes,No,Yes,57,109.4
Male,Yes,Yes,Yes,1,19.95
Female,Yes,No,No,46,45.55
Male,Yes,No,Yes,30,20.7
Male,Yes,No,Yes,10,75.3
Male,Yes,No,Yes,23,99.25
Male,No,No,Yes,32,93.4
Male,No,No,Yes,13,73.75
Female,No,No,Yes,39,80.45
Female,No,No,Yes,44,88.15
Male,No,No,Yes,9,49.2
Female,Yes,No,Yes,67,19.65
Male,Yes,Yes,Yes,9,79.35
Female,No,No,Yes,15,79.75
Female,Yes,No,Yes,71,105.15
Male,No,No,Yes,1,49.0
Female,Yes,Yes,Yes,30,100.05
Male,No,No,Yes,1,69.35
Male,Yes,No,No,17,49.8
Female,No,No,Yes,3,85.8
Male,Yes,Yes,Yes,67,79.7
Male,No,No,Yes,1,20.95
Female,No,No,Yes,1,50.55
Female,Yes,No,Yes,32,79.3
Male,Yes,Yes,Yes,41,19.5
Male,Yes,No,Yes,1,80.55
Female,No,No,Yes,1,44.15
Female,Yes,Yes,Yes,12,84.5
Male,Yes,Yes,Yes,62,105.5
Female,No,No,Yes,22,84.3
Female,No,Yes,Yes,17,92.7
Female,Yes,Yes,Yes,72,26.25
Male,Yes,Yes,Yes,56,96.95
Female,No,No,Yes,9,20.45
Male,Yes,No,Yes,72,115.8
Male,No,No,Yes,20,108.2
Male,Yes,Yes,Yes,19,20.2
Male,No,No,Yes,2,67.75
Male,No,No,No,53,54.9
